Amsterdam	149.5	162	Eurozone	ECSC	A
Athens	321.2	326.3	Eurozone	C
Berlin	213.1	161	Eurozone	ECSC	A
Bratislava	247.5	209.3	Eurozone	A
Brussels	146	181.1	Eurozone	ECSC	A
Bucharest	328.3	242	B
Budapest	262.7	218.8	B
Copenhagen	204.2	122.5	A
Dublin	66.2	136.8	Eurozone	B
Helsinki	280.5	50.5	Eurozone	A
Lisbon	5.2	305.4	Eurozone	B
Ljubljana	226.3	239.4	Eurozone	A
London	110.4	168.3	A
Luxembourg	156.57	194.7	Eurozone	ECSC	A
Madrid	59.65	303.1	Eurozone	A
Paris	127.6	203.6	Eurozone	ECSC	A
Prague	222.5	190.4	A
Riga	283.3	95.8	B
Rome	210.5	288.8	Eurozone	ECSC	A
Sofia	309.1	271.6	B
Stockholm	238	69.1	A
Tallinn	283.2	67.1	Eurozone	B
Vienna	238.3	211.1	Eurozone	A
Vilnius	293.6	121.3	B
Warsaw	268.7	156	A
